Time,0LT8GR_E9ESEGH5UY_G9E9:WINTER DESIGN DAY FROM WEATHER FILE:Des Heat Load [W],0LT8GR_E9ESEGH5UY_G9E9:SUMMER DESIGN DAY FROM WEATHER FILE:Des Sens Cool Load [W],0LT8GR_E9ESEGH5UY_G9E9:WINTER DESIGN DAY FROM WEATHER FILE:Des Heat Mass Flow [kg/s],0LT8GR_E9ESEGH5UY_G9E9:SUMMER DESIGN DAY FROM WEATHER FILE:Des Cool Mass Flow [kg/s],0E_HBKIQ5DMQLIJ$2V3J_M:WINTER DESIGN DAY FROM WEATHER FILE:Des Heat Load [W],0E_HBKIQ5DMQLIJ$2V3J_M:SUMMER DESIGN DAY FROM WEATHER FILE:Des Sens Cool Load [W],0E_HBKIQ5DMQLIJ$2V3J_M:WINTER DESIGN DAY FROM WEATHER FILE:Des Heat Mass Flow [kg/s],0E_HBKIQ5DMQLIJ$2V3J_M:SUMMER DESIGN DAY FROM WEATHER FILE:Des Cool Mass Flow [kg/s],17JZCMFRF5TOFTUTIDA0D3::Des Heat Load [W],17JZCMFRF5TOFTUTIDA0D3:SUMMER DESIGN DAY FROM WEATHER FILE:Des Sens Cool Load [W],17JZCMFRF5TOFTUTIDA0D3::Des Heat Mass Flow [kg/s],17JZCMFRF5TOFTUTIDA0D3:SUMMER DESIGN DAY FROM WEATHER FILE:Des Cool Mass Flow [kg/s],2RSCZLOBZ4FAK$_WE8VCKM:WINTER DESIGN DAY FROM WEATHER FILE:Des Heat Load [W],2RSCZLOBZ4FAK$_WE8VCKM:SUMMER DESIGN DAY FROM WEATHER FILE:Des Sens Cool Load [W],2RSCZLOBZ4FAK$_WE8VCKM:WINTER DESIGN DAY FROM WEATHER FILE:Des Heat Mass Flow [kg/s],2RSCZLOBZ4FAK$_WE8VCKM:SUMMER DESIGN DAY FROM WEATHER FILE:Des Cool Mass Flow [kg/s],2DQFGGKBB1FOC1CQZDIDLX:WINTER DESIGN DAY FROM WEATHER FILE:Des Heat Load [W],2DQFGGKBB1FOC1CQZDIDLX:SUMMER DESIGN DAY FROM WEATHER FILE:Des Sens Cool Load [W],2DQFGGKBB1FOC1CQZDIDLX:WINTER DESIGN DAY FROM WEATHER FILE:Des Heat Mass Flow [kg/s],2DQFGGKBB1FOC1CQZDIDLX:SUMMER DESIGN DAY FROM WEATHER FILE:Des Cool Mass Flow [kg/s],3$F2P7VYLB7EOX67SA_ZKE::Des Heat Load [W],3$F2P7VYLB7EOX67SA_ZKE:SUMMER DESIGN DAY FROM WEATHER FILE:Des Sens Cool Load [W],3$F2P7VYLB7EOX67SA_ZKE::Des Heat Mass Flow [kg/s],3$F2P7VYLB7EOX67SA_ZKE:SUMMER DESIGN DAY FROM WEATHER FILE:Des Cool Mass Flow [kg/s],347JFE2YX7IHCEIALMUPEH:WINTER DESIGN DAY FROM WEATHER FILE:Des Heat Load [W],347JFE2YX7IHCEIALMUPEH:SUMMER DESIGN DAY FROM WEATHER FILE:Des Sens Cool Load [W],347JFE2YX7IHCEIALMUPEH:WINTER DESIGN DAY FROM WEATHER FILE:Des Heat Mass Flow [kg/s],347JFE2YX7IHCEIALMUPEH:SUMMER DESIGN DAY FROM WEATHER FILE:Des Cool Mass Flow [kg/s]
16:15:00,3.045798E+02,7.399636E+02,9.816662E-03,1.037125E-01,3.164927E+02,3.017545E+01,1.176776E-02,2.691629E-03,0.000000E+00,1.399974E+03,0.000000E+00,1.962134E-01,0.000000E+00,7.223756E+02,0.000000E+00,1.012464E-01,1.248665E+03,2.372518E+03,4.024131E-02,3.325259E-01,0.000000E+00,1.062761E+03,0.000000E+00,5.213394E-01,9.692209E+01,8.085953E+02,3.124361E-03,1.133311E-01
16:30:00,2.964736E+02,7.438319E+02,9.555469E-03,1.042562E-01,3.169111E+02,3.024953E+01,1.178331E-02,2.698240E-03,0.000000E+00,1.262336E+03,0.000000E+00,1.769259E-01,0.000000E+00,7.313482E+02,0.000000E+00,1.025060E-01,1.211842E+03,2.410809E+03,3.905501E-02,3.378989E-01,0.000000E+00,1.066408E+03,0.000000E+00,5.231335E-01,9.669791E+01,8.046408E+02,3.117134E-03,1.127790E-01
16:45:00,2.888284E+02,7.438063E+02,9.309148E-03,1.042545E-01,3.169025E+02,2.881342E+01,1.178299E-02,2.570145E-03,0.000000E+00,1.121801E+03,0.000000E+00,1.572328E-01,0.000000E+00,7.370105E+02,0.000000E+00,1.033018E-01,1.174972E+03,2.437734E+03,3.786722E-02,3.416800E-01,0.000000E+00,1.068221E+03,0.000000E+00,5.240296E-01,9.655144E+01,7.981613E+02,3.112418E-03,1.118731E-01
17:00:00,2.827788E+02,7.398189E+02,9.114249E-03,1.036969E-01,3.171620E+02,2.577896E+01,1.179264E-02,2.299479E-03,0.000000E+00,9.781299E+02,0.000000E+00,1.370988E-01,0.000000E+00,7.382496E+02,0.000000E+00,1.034769E-01,1.139688E+03,2.452984E+03,3.673053E-02,3.438222E-01,0.000000E+00,1.068040E+03,0.000000E+00,5.239461E-01,9.743646E+01,7.888819E+02,3.140951E-03,1.105740E-01
17:15:00,2.846535E+02,7.279471E+02,9.174733E-03,1.020333E-01,3.177608E+02,2.220053E+01,1.181491E-02,1.980287E-03,0.000000E+00,9.698645E+02,0.000000E+00,1.359412E-01,0.000000E+00,7.423162E+02,0.000000E+00,1.040471E-01,1.133417E+03,2.437119E+03,3.652878E-02,3.415994E-01,0.000000E+00,1.066889E+03,0.000000E+00,5.233842E-01,9.882970E+01,7.786672E+02,3.185861E-03,1.091425E-01
17:30:00,2.878560E+02,7.148201E+02,9.277926E-03,1.001927E-01,3.187022E+02,1.806710E+01,1.184990E-02,1.611586E-03,0.000000E+00,9.605991E+02,0.000000E+00,1.346411E-01,0.000000E+00,7.426785E+02,0.000000E+00,1.040969E-01,1.130232E+03,2.416911E+03,3.642608E-02,3.387635E-01,0.000000E+00,1.064719E+03,0.000000E+00,5.223186E-01,1.008288E+02,7.674796E+02,3.250299E-03,1.075733E-01
17:45:00,2.917720E+02,7.006108E+02,9.404104E-03,9.819992E-02,3.204300E+02,1.338770E+01,1.191414E-02,1.194183E-03,0.000000E+00,9.505785E+02,0.000000E+00,1.332345E-01,1.906566E+00,7.391280E+02,6.147152E-05,1.035977E-01,1.128709E+03,2.392320E+03,3.637696E-02,3.353116E-01,0.000000E+00,1.061459E+03,0.000000E+00,5.207155E-01,1.036437E+02,7.552429E+02,3.341031E-03,1.058566E-01
18:00:00,2.949382E+02,6.855484E+02,9.506111E-03,9.608763E-02,3.222218E+02,8.145392E+00,1.198073E-02,7.265692E-04,0.000000E+00,9.401628E+02,0.000000E+00,1.317727E-01,5.935510E+00,7.322541E+02,1.913701E-04,1.026329E-01,1.127552E+03,2.363595E+03,3.633961E-02,3.312806E-01,0.000000E+00,1.057175E+03,0.000000E+00,5.186095E-01,1.064607E+02,7.423386E+02,3.431827E-03,1.040465E-01
18:15:00,3.011214E+02,6.681143E+02,9.705371E-03,9.364321E-02,3.264553E+02,4.151970E+00,1.213812E-02,3.703559E-04,0.000000E+00,9.235922E+02,0.000000E+00,1.294488E-01,2.238392E+01,7.189148E+02,7.216709E-04,1.007624E-01,1.139679E+03,2.324800E+03,3.673043E-02,3.258399E-01,0.000000E+00,1.051200E+03,0.000000E+00,5.156741E-01,1.139739E+02,7.249509E+02,3.674008E-03,1.016085E-01
18:30:00,3.086376E+02,6.505786E+02,9.947556E-03,9.118494E-02,3.318229E+02,1.423629E+00,1.233763E-02,1.269878E-04,0.000000E+00,9.067372E+02,0.000000E+00,1.270856E-01,4.149535E+01,7.018105E+02,1.337708E-03,9.836468E-02,1.155414E+03,2.285238E+03,3.723736E-02,3.202933E-01,0.000000E+00,1.044318E+03,0.000000E+00,5.122948E-01,1.220709E+02,7.076640E+02,3.934968E-03,9.918512E-02
18:45:00,3.170725E+02,6.329401E+02,1.021933E-02,8.871258E-02,3.377344E+02,0.000000E+00,1.255735E-02,0.000000E+00,0.000000E+00,8.895043E+02,0.000000E+00,1.246700E-01,6.076817E+01,6.810389E+02,1.958900E-03,9.545325E-02,1.174522E+03,2.244974E+03,3.785297E-02,3.146495E-01,0.000000E+00,1.036592E+03,0.000000E+00,5.085025E-01,1.301536E+02,6.904978E+02,4.195463E-03,9.677899E-02
19:00:00,3.264890E+02,6.152065E+02,1.052274E-02,8.622711E-02,3.441306E+02,0.000000E+00,1.279507E-02,0.000000E+00,0.000000E+00,8.718530E+02,0.000000E+00,1.221961E-01,7.982926E+01,6.563187E+02,2.573228E-03,9.198866E-02,1.197057E+03,2.203948E+03,3.857897E-02,3.088998E-01,0.000000E+00,1.028001E+03,0.000000E+00,5.042869E-01,1.382142E+02,6.731433E+02,4.455247E-03,9.434674E-02
19:15:00,3.336503E+02,5.963994E+02,1.075344E-02,8.359138E-02,3.482763E+02,0.000000E+00,1.294911E-02,0.000000E+00,0.000000E+00,8.579231E+02,0.000000E+00,1.202441E-01,8.810839E+01,6.349512E+02,2.839914E-03,8.899422E-02,1.211783E+03,2.159493E+03,3.905324E-02,3.026703E-01,0.000000E+00,1.018440E+03,0.000000E+00,4.995966E-01,1.279729E+02,6.710179E+02,4.125084E-03,9.404923E-02
19:30:00,3.392074E+02,5.750669E+02,1.093247E-02,8.060187E-02,3.513765E+02,0.000000E+00,1.306432E-02,0.000000E+00,0.000000E+00,8.418125E+02,0.000000E+00,1.179868E-01,9.529002E+01,6.074547E+02,3.071310E-03,8.514087E-02,1.223991E+03,2.105860E+03,3.944645E-02,2.951553E-01,0.000000E+00,1.006997E+03,0.000000E+00,4.939848E-01,1.165117E+02,6.658897E+02,3.755705E-03,9.333096E-02
19:45:00,3.432677E+02,5.515700E+02,1.106327E-02,7.730918E-02,3.534782E+02,0.000000E+00,1.314242E-02,0.000000E+00,0.000000E+00,8.250248E+02,0.000000E+00,1.156350E-01,1.018691E+02,5.769395E+02,3.283300E-03,8.086464E-02,1.233950E+03,2.044115E+03,3.976724E-02,2.865040E-01,0.000000E+00,9.938958E+02,0.000000E+00,4.875610E-01,1.041400E+02,6.584006E+02,3.356986E-03,9.228207E-02
20:00:00,3.467692E+02,5.260808E+02,1.117607E-02,7.373739E-02,3.551904E+02,0.000000E+00,1.320606E-02,0.000000E+00,0.000000E+00,8.075549E+02,0.000000E+00,1.131880E-01,1.079098E+02,5.445462E+02,3.477948E-03,7.632535E-02,1.242102E+03,1.974713E+03,4.002979E-02,2.767806E-01,0.000000E+00,9.793521E+02,0.000000E+00,4.804312E-01,9.136950E+01,6.486915E+02,2.945415E-03,9.092234E-02
20:15:00,3.568190E+02,4.939700E+02,1.149993E-02,6.923756E-02,3.568864E+02,0.000000E+00,1.326909E-02,0.000000E+00,0.000000E+00,7.908819E+02,0.000000E+00,1.108530E-01,1.134134E+02,5.129353E+02,3.655293E-03,7.189583E-02,1.277558E+03,1.877062E+03,4.117233E-02,2.630978E-01,0.000000E+00,9.643571E+02,0.000000E+00,4.730817E-01,9.622817E+01,6.209020E+02,3.102114E-03,8.702866E-02
20:30:00,3.669035E+02,4.618737E+02,1.182482E-02,6.473980E-02,3.585856E+02,0.000000E+00,1.333226E-02,0.000000E+00,0.000000E+00,7.750646E+02,0.000000E+00,1.086383E-01,1.183481E+02,4.835293E+02,3.814310E-03,6.777540E-02,1.313778E+03,1.778386E+03,4.233905E-02,2.492719E-01,0.000000E+00,9.491863E+02,0.000000E+00,4.656474E-01,1.012412E+02,5.930579E+02,3.263690E-03,8.312756E-02
20:45:00,3.778389E+02,4.298039E+02,1.217713E-02,6.024554E-02,3.608768E+02,0.000000E+00,1.341743E-02,0.000000E+00,0.000000E+00,7.592435E+02,0.000000E+00,1.064228E-01,1.226770E+02,4.551214E+02,3.953798E-03,6.379455E-02,1.350842E+03,1.678353E+03,4.353301E-02,2.352547E-01,0.000000E+00,9.339231E+02,0.000000E+00,4.581674E-01,1.067521E+02,5.650354E+02,3.441312E-03,7.920112E-02
21:00:00,3.886855E+02,3.977532E+02,1.252658E-02,5.575356E-02,3.632040E+02,0.000000E+00,1.350394E-02,0.000000E+00,0.000000E+00,7.435369E+02,0.000000E+00,1.042224E-01,1.263484E+02,4.279321E+02,4.072095E-03,5.998398E-02,1.388495E+03,1.577041E+03,4.474598E-02,2.210563E-01,0.000000E+00,9.186886E+02,0.000000E+00,4.506993E-01,1.122809E+02,5.370087E+02,3.619508E-03,7.527339E-02
21:15:00,3.954590E+02,3.732390E+02,1.274476E-02,5.231754E-02,3.672400E+02,0.000000E+00,1.365398E-02,0.000000E+00,0.000000E+00,7.280571E+02,0.000000E+00,1.020528E-01,1.294898E+02,4.023217E+02,4.173304E-03,5.639417E-02,1.406999E+03,1.505191E+03,4.534186E-02,2.109853E-01,0.000000E+00,9.036601E+02,0.000000E+00,4.433292E-01,1.176214E+02,5.092034E+02,3.791632E-03,7.137596E-02
21:30:00,3.611082E+02,3.488483E+02,1.163767E-02,4.889848E-02,3.432449E+02,0.000000E+00,1.276181E-02,0.000000E+00,0.000000E+00,7.127344E+02,0.000000E+00,9.990416E-02,1.322669E+02,3.783226E+02,4.262781E-03,5.302973E-02,1.285192E+03,1.432286E+03,4.141643E-02,2.007647E-01,0.000000E+00,8.889037E+02,0.000000E+00,4.360890E-01,1.232962E+02,4.817115E+02,3.974530E-03,6.752187E-02
21:45:00,3.272878E+02,3.243576E+02,1.054802E-02,4.546530E-02,3.196215E+02,0.000000E+00,1.188384E-02,0.000000E+00,0.000000E+00,6.972524E+02,0.000000E+00,9.773293E-02,1.348714E+02,3.552856E+02,4.346718E-03,4.980012E-02,1.164933E+03,1.358053E+03,3.754220E-02,1.903575E-01,0.000000E+00,8.743522E+02,0.000000E+00,4.289479E-01,1.288544E+02,4.542104E+02,4.153668E-03,6.366638E-02
22:00:00,2.945396E+02,2.997171E+02,9.492949E-03,4.201123E-02,2.965079E+02,0.000000E+00,1.102491E-02,0.000000E+00,0.000000E+00,6.815850E+02,0.000000E+00,9.553610E-02,1.374613E+02,3.329808E+02,4.430211E-03,4.667339E-02,1.047591E+03,1.282398E+03,3.376202E-02,1.797518E-01,0.000000E+00,8.599581E+02,0.000000E+00,4.218844E-01,1.342749E+02,4.266132E+02,4.328374E-03,5.979770E-02
22:15:00,2.601674E+02,2.730312E+02,8.385540E-03,3.827064E-02,2.721125E+02,0.000000E+00,1.011841E-02,0.000000E+00,0.000000E+00,6.650949E+02,0.000000E+00,9.322461E-02,1.401948E+02,3.107739E+02,4.518350E-03,4.356067E-02,9.249371E+02,1.198566E+03,2.981071E-02,1.680011E-01,0.000000E+00,8.452687E+02,0.000000E+00,4.146775E-01,1.397189E+02,3.980802E+02,4.503833E-03,5.579825E-02
22:30:00,2.678165E+02,2.451955E+02,8.632411E-03,3.436902E-02,2.762009E+02,0.000000E+00,1.027104E-02,0.000000E+00,0.000000E+00,6.477844E+02,0.000000E+00,9.079879E-02,1.430142E+02,2.885617E+02,4.609261E-03,4.044746E-02,9.448514E+02,1.110288E+03,3.045392E-02,1.556281E-01,0.000000E+00,8.302572E+02,0.000000E+00,4.073146E-01,1.446814E+02,3.685763E+02,4.663772E-03,5.166302E-02
22:45:00,2.752319E+02,2.161917E+02,8.871421E-03,3.030369E-02,2.798684E+02,0.000000E+00,1.040769E-02,0.000000E+00,0.000000E+00,6.296559E+02,0.000000E+00,8.825831E-02,1.458674E+02,2.662643E+02,4.701252E-03,3.732228E-02,9.655413E+02,1.017574E+03,3.112091E-02,1.426333E-01,0.000000E+00,8.149010E+02,0.000000E+00,3.997825E-01,1.491818E+02,3.380784E+02,4.808821E-03,4.738844E-02
23:00:00,2.826978E+02,1.859925E+02,9.112046E-03,2.607072E-02,2.834893E+02,0.000000E+00,1.054257E-02,0.000000E+00,0.000000E+00,6.107055E+02,0.000000E+00,8.560209E-02,1.487404E+02,2.438128E+02,4.793868E-03,3.417530E-02,9.858755E+02,9.204051E+02,3.177638E-02,1.290135E-01,0.000000E+00,7.991688E+02,0.000000E+00,3.920642E-01,1.536411E+02,3.065635E+02,4.952551E-03,4.297109E-02
23:15:00,2.953104E+02,1.511351E+02,9.518559E-03,2.118473E-02,2.870321E+02,0.000000E+00,1.067448E-02,0.000000E+00,0.000000E+00,5.920520E+02,0.000000E+00,8.298673E-02,1.514381E+02,2.220660E+02,4.880832E-03,3.112688E-02,1.027533E+03,8.030703E+02,3.311908E-02,1.125663E-01,0.000000E+00,7.837719E+02,0.000000E+00,3.845079E-01,1.536566E+02,2.799361E+02,4.953035E-03,3.923855E-02
23:30:00,3.078001E+02,1.167942E+02,9.921046E-03,1.637109E-02,2.904802E+02,0.000000E+00,1.080280E-02,0.000000E+00,0.000000E+00,5.736916E+02,0.000000E+00,8.041174E-02,1.539551E+02,2.009791E+02,4.961966E-03,2.817082E-02,1.069136E+03,6.869976E+02,3.445976E-02,9.629572E-02,0.000000E+00,7.686881E+02,0.000000E+00,3.771022E-01,1.536040E+02,2.537710E+02,4.951360E-03,3.557062E-02
23:45:00,3.208307E+02,8.295368E+01,1.034096E-02,1.162762E-02,2.943447E+02,0.000000E+00,1.094656E-02,0.000000E+00,0.000000E+00,5.556190E+02,0.000000E+00,7.787676E-02,1.562827E+02,1.805125E+02,5.036992E-03,2.530169E-02,1.110777E+03,5.721869E+02,3.580159E-02,8.020208E-02,0.000000E+00,7.538972E+02,0.000000E+00,3.698384E-01,1.539923E+02,2.280570E+02,4.963895E-03,3.196593E-02
24:00:00,3.335958E+02,4.960068E+01,1.075231E-02,6.952514E-03,2.981208E+02,0.000000E+00,1.108699E-02,0.000000E+00,0.000000E+00,5.378314E+02,0.000000E+00,7.538177E-02,1.584122E+02,1.606323E+02,5.105637E-03,2.251487E-02,1.152237E+03,4.586362E+02,3.713757E-02,6.428545E-02,0.000000E+00,7.393832E+02,0.000000E+00,3.627096E-01,1.543985E+02,2.027873E+02,4.977001E-03,2.842362E-02
Peak,4.656193E+02,7.438319E+02,1.500741E-02,1.042562E-01,4.020016E+02,3.024953E+01,1.494941E-02,2.698240E-03,0.000000E+00,5.555789E+03,0.000000E+00,7.787355E-01,2.408229E+02,7.426785E+02,7.761808E-03,1.040969E-01,1.716661E+03,2.452984E+03,5.532686E-02,3.438222E-01,0.000000E+00,1.068221E+03,0.000000E+00,5.240296E-01,2.422655E+02,8.281049E+02,7.809066E-03,1.160759E-01

Peak Vol Flow (m3/s),,,1.280988E-02,8.899000E-02,,,1.276038E-02,2.303138E-03,,,0.000000E+00,6.647055E-01,,,6.625249E-03,8.885400E-02,,,4.722537E-02,2.934764E-01,,,0.000000E+00,4.472961E-01,,,6.665587E-03,9.907892E-02
