Date/Time,Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),DistrictHeating:HVAC [J](Hourly),DistrictCooling:HVAC [J](Hourly) 
 07/11  24:00:00,452846.08350867868,0.0,452846.0835086787,0.0 
 07/12  01:00:00,492082.3008788893,0.0,492082.3008788894,0.0 
 07/12  02:00:00,503372.5086523367,0.0,503372.5086523368,0.0 
 07/12  03:00:00,510447.41863353925,0.0,510447.41863353925,0.0 
 07/12  04:00:00,519168.68745528828,0.0,519168.68745528828,0.0 
 07/12  05:00:00,528890.3967358593,0.0,528890.3967358592,0.0 
 07/12  06:00:00,533735.9342475404,0.0,533735.9342475406,0.0 
 07/12  07:00:00,475692.03306001788,0.0,475692.0330600179,0.0 
 07/12  08:00:00,398687.93842090017,0.0,398687.9384209002,0.0 
 07/12  09:00:00,665736.0163701552,0.0,665736.0163701552,0.0 
 07/12  10:00:00,621533.5055902721,0.0,621533.5055902721,0.0 
 07/12  11:00:00,406507.12981016436,0.0,406508.0273735187,0.0 
 07/12  12:00:00,195053.98360026929,0.0,195059.39317667089,0.0 
 07/12  13:00:00,50689.00306399613,0.0,50689.00306399613,0.0 
 07/12  14:00:00,0.0,0.0,0.0,0.0 
 07/12  15:00:00,0.0,0.0,0.0,0.0 
 07/12  16:00:00,0.0,0.0,0.0,0.0 
 07/12  17:00:00,0.0,0.0,0.0,0.0 
 07/12  18:00:00,0.0,0.0,0.0,0.0 
 07/12  19:00:00,36473.57422235109,0.0,36463.84635807134,0.0 
 07/12  20:00:00,214633.86122248788,0.0,214633.86074166114,0.0 
 07/12  21:00:00,495889.1583475347,0.0,495889.1583475347,0.0 
 07/12  22:00:00,712216.1884588238,0.0,712216.1884588238,0.0 
 07/12  23:00:00,295419.37242905548,0.0,295419.37242905548,0.0 
 07/12  24:00:00,386174.65630026118,0.0,386174.6563002611,0.0 
 07/13  01:00:00,431232.04019163697,0.0,431232.0401916369,0.0 
 07/13  02:00:00,447016.0212441019,0.0,447016.021244102,0.0 
 07/13  03:00:00,464717.6870836301,0.0,464717.6870836301,0.0 
 07/13  04:00:00,479521.1898836403,0.0,479521.1898836405,0.0 
 07/13  05:00:00,490316.79879094017,0.0,490316.7987909401,0.0 
 07/13  06:00:00,484270.9845062777,0.0,484270.9845062777,0.0 
 07/13  07:00:00,442712.3041112677,0.0,442712.30411126776,0.0 
 07/13  08:00:00,409506.8021791199,0.0,409506.8021791199,0.0 
 07/13  09:00:00,332084.9608493555,0.0,332084.96084935558,0.0 
 07/13  10:00:00,582892.9607404348,0.0,582877.2276897912,0.0 
 07/13  11:00:00,566101.21412026,0.0,566098.9071570166,0.0 
 07/13  12:00:00,413839.9803104861,0.0,413841.0185839885,0.0 
 07/13  13:00:00,261389.51628986404,0.0,261389.51628986398,0.0 
 07/13  14:00:00,103943.27534924512,0.0,103943.27534924512,0.0 
 07/13  15:00:00,16578.66771222307,0.0,16578.66771222307,0.0 
 07/13  16:00:00,30113.213586130812,0.0,30113.213586130812,0.0 
 07/13  17:00:00,109624.0743451908,0.0,109623.82035692425,0.0 
 07/13  18:00:00,254300.39594193724,0.0,254300.39594193724,0.0 
 07/13  19:00:00,396974.1464708169,0.0,396974.146470817,0.0 
 07/13  20:00:00,579990.7366864249,0.0,579990.736686425,0.0 
 07/13  21:00:00,202604.21254376559,0.0,202604.21254376556,0.0 
 07/13  22:00:00,271321.8958274537,0.0,271321.89582745367,0.0 
 07/13  23:00:00,357406.666620538,0.0,357406.666620538,0.0 
 07/13  24:00:00,462618.61955539727,0.0,462618.6195553972,0.0 
 07/14  01:00:00,521414.4676912361,0.0,521414.46769123597,0.0 
 07/14  02:00:00,550306.1706080233,0.0,550306.1706080232,0.0 
 07/14  03:00:00,580676.3278091927,0.0,580676.3278091927,0.0 
 07/14  04:00:00,608394.6459097755,0.0,608394.6459097755,0.0 
 07/14  05:00:00,632044.3760697761,0.0,632044.3760697761,0.0 
 07/14  06:00:00,631199.3075407455,0.0,631199.3075407454,0.0 
 07/14  07:00:00,578259.5288696447,0.0,578259.5288696445,0.0 
 07/14  08:00:00,556332.3455175646,0.0,556332.3455175647,0.0 
 07/14  09:00:00,475215.3578366158,0.0,475215.35783661578,0.0 
 07/14  10:00:00,412718.4095246107,0.0,412718.4095246107,0.0 
 07/14  11:00:00,330679.05031219546,0.0,330685.5463817237,0.0 
 07/14  12:00:00,271265.90008204177,0.0,271274.2409983905,0.0 
 07/14  13:00:00,257822.10270740247,0.0,257822.10270740247,0.0 
 07/14  14:00:00,310673.7600545461,0.0,310673.7600545461,0.0 
 07/14  15:00:00,643738.0067460083,0.0,643738.4086492315,0.0 
 07/14  16:00:00,561005.3294547859,0.0,561005.3294547862,0.0 
 07/14  17:00:00,509232.7425806781,0.0,509232.74258067799,0.0 
 07/14  18:00:00,189734.6514004062,0.0,189734.65140040624,0.0 
 07/14  19:00:00,248466.88765033199,0.0,248466.88765033207,0.0 
 07/14  20:00:00,326997.882169403,0.0,326997.8821694031,0.0 
 07/14  21:00:00,426719.33177071987,0.0,426719.3317707198,0.0 
 07/14  22:00:00,523979.2422523221,0.0,523979.24225232217,0.0 
 07/14  23:00:00,610150.3651435297,0.0,610150.3651435297,0.0 
 07/14  24:00:00,580313.7473234533,0.0,580313.7473234532,0.0 
 07/15  01:00:00,288833.68958526678,0.0,288833.68958526678,0.0 
 07/15  02:00:00,621834.542032672,0.0,621834.542032672,0.0 
 07/15  03:00:00,738505.910857124,0.0,738505.910857124,0.0 
 07/15  04:00:00,748471.5821913575,0.0,748471.5821913577,0.0 
 07/15  05:00:00,757218.4102726393,0.0,757218.4102726393,0.0 
 07/15  06:00:00,763406.4712444902,0.0,763406.4712444902,0.0 
 07/15  07:00:00,716954.3371442002,0.0,716954.3371442002,0.0 
 07/15  08:00:00,664365.9719557056,0.0,664365.9719557057,0.0 
 07/15  09:00:00,619995.7149710362,0.0,619995.7149710362,0.0 
 07/15  10:00:00,530176.9368304457,0.0,530176.9368304457,0.0 
 07/15  11:00:00,519832.8045244408,0.0,519832.80452444087,0.0 
 07/15  12:00:00,728629.12770966,0.0,728629.12770966,0.0 
 07/15  13:00:00,562652.9933631424,0.0,562652.9933631424,0.0 
 07/15  14:00:00,432651.75280626377,0.0,432651.75280626388,0.0 
 07/15  15:00:00,331428.68941663109,0.0,331428.6894166311,0.0 
 07/15  16:00:00,220666.681999746,0.0,220666.681999746,0.0 
 07/15  17:00:00,169422.22020737286,0.0,169422.22020737286,0.0 
 07/15  18:00:00,193359.66914902733,0.0,193359.66914902733,0.0 
 07/15  19:00:00,313450.9737350417,0.0,313450.9737350418,0.0 
 07/15  20:00:00,436125.4217505919,0.0,436125.4217505919,0.0 
 07/15  21:00:00,621485.4482185353,0.0,621485.4482185354,0.0 
 07/15  22:00:00,800348.3966361027,0.0,800348.3966361028,0.0 
 07/15  23:00:00,397899.79701770216,0.0,397899.79701770227,0.0 
 07/15  24:00:00,492766.2506476152,0.0,492766.2506476152,0.0 
 07/16  01:00:00,542559.0356227479,0.0,542559.0356227479,0.0 
 07/16  02:00:00,565463.9957206007,0.0,565463.9957206007,0.0 
 07/16  03:00:00,593195.2374956762,0.0,593195.2374956762,0.0 
 07/16  04:00:00,620265.7065614741,0.0,620265.7065614741,0.0 
 07/16  05:00:00,645240.8241061999,0.0,645240.8241061999,0.0 
 07/16  06:00:00,657529.1727290313,0.0,657529.1727290314,0.0 
 07/16  07:00:00,614767.1386273954,0.0,614767.1386273954,0.0 
 07/16  08:00:00,561210.5700689767,0.0,561210.5700689769,0.0 
 07/16  09:00:00,501842.08064414377,0.0,501842.0806441436,0.0 
 07/16  10:00:00,432578.2769578567,0.0,432578.27695785686,0.0 
 07/16  11:00:00,370108.14615890369,0.0,370113.6560280832,0.0 
 07/16  12:00:00,432850.3478571179,0.0,432866.5424342576,0.0 
 07/16  13:00:00,778392.3124552684,0.0,778392.3124552684,0.0 
 07/16  14:00:00,724181.0554437806,0.0,724181.0554437806,0.0 
 07/16  15:00:00,729189.4569380866,0.0,729187.8831314779,0.0 
 07/16  16:00:00,759825.1718161205,0.0,759825.1718161206,0.0 
 07/16  17:00:00,744351.6484846869,0.0,744351.6484846869,0.0 
 07/16  18:00:00,728166.3928923265,0.0,728166.3928923264,0.0 
 07/16  19:00:00,760427.8610275274,0.0,760427.8610275273,0.0 
 07/16  20:00:00,558567.8395108427,0.0,558567.8395108427,0.0 
 07/16  21:00:00,385231.81728514967,0.0,385231.8172851497,0.0 
 07/16  22:00:00,465358.37449088555,0.0,465358.37449088555,0.0 
 07/16  23:00:00,553312.8622329031,0.0,553312.8622329033,0.0 
 07/16  24:00:00,657313.7532712182,0.0,657313.753271218,0.0 
 07/17  01:00:00,720139.3482999445,0.0,720139.3482999448,0.0 
 07/17  02:00:00,755049.844387124,0.0,755049.8443871238,0.0 
 07/17  03:00:00,684359.1817879272,0.0,684358.3634290823,0.0 
 07/17  04:00:00,387839.5694920491,0.0,387839.56949204907,0.0 
 07/17  05:00:00,414757.5721799268,0.0,414757.57217992676,0.0 
 07/17  06:00:00,529272.9364791644,0.0,529272.9364791643,0.0 
 07/17  07:00:00,777727.1241105918,0.0,777716.9609069928,0.0 
 07/17  08:00:00,694035.599516914,0.0,694035.599516914,0.0 
 07/17  09:00:00,578713.6273101675,0.0,578713.6273101678,0.0 
 07/17  10:00:00,480074.4097717521,0.0,480074.40977175199,0.0 
 07/17  11:00:00,413981.6600782431,0.0,413976.89425795865,0.0 
 07/17  12:00:00,359526.5207687962,0.0,359514.13398634336,0.0 
 07/17  13:00:00,630947.3837612863,0.0,630947.3837612863,0.0 
 07/17  14:00:00,656437.6056521206,0.0,656437.6056521207,0.0 
 07/17  15:00:00,639583.4375936934,0.0,639588.096680759,0.0 
 07/17  16:00:00,620278.2005142236,0.0,620278.2005142234,0.0 
 07/17  17:00:00,659836.2494316725,0.0,659825.5885215816,0.0 
 07/17  18:00:00,627934.4188539253,0.0,627934.4188539251,0.0 
 07/17  19:00:00,624049.728038271,0.0,624049.728038271,0.0 
 07/17  20:00:00,663695.6872288665,0.0,663695.6872288666,0.0 
 07/17  21:00:00,764611.9088880689,0.0,764611.9088880688,0.0 
 07/17  22:00:00,859681.995489499,0.0,859681.995489499,0.0 
 07/17  23:00:00,413573.5636766805,0.0,413573.56367668058,0.0 
 07/17  24:00:00,489711.91991872186,0.0,489711.91991872186,0.0 
 07/18  01:00:00,526356.5474607549,0.0,526356.547460755,0.0 
 07/18  02:00:00,535347.0208424564,0.0,535347.0208424565,0.0 
 07/18  03:00:00,547125.0827242478,0.0,547125.082724248,0.0 
 07/18  04:00:00,556721.013737471,0.0,556721.013737471,0.0 
 07/18  05:00:00,563064.4742633082,0.0,563064.4742633083,0.0 
 07/18  06:00:00,582462.5934337312,0.0,582462.5934337312,0.0 
 07/18  07:00:00,551725.6562080877,0.0,551725.6562080877,0.0 
 07/18  08:00:00,523841.8825297719,0.0,523841.8825297718,0.0 
 07/18  09:00:00,481299.0469967466,0.0,481299.0469967466,0.0 
 07/18  10:00:00,447349.62998703,0.0,447349.62998703008,0.0 
 07/18  11:00:00,418644.3437870912,0.0,418643.82252373898,0.0 
 07/18  12:00:00,409848.6893258212,0.0,409846.0755748938,0.0 
 07/18  13:00:00,408870.8181276601,0.0,408870.8181276601,0.0 
 07/18  14:00:00,353370.93973568946,0.0,353370.93973568957,0.0 
 07/18  15:00:00,551521.4757866713,0.0,551521.475786671,0.0 
 07/18  16:00:00,731236.2979637991,0.0,731236.2979637991,0.0 
 07/18  17:00:00,686415.8412463123,0.0,686415.8412463123,0.0 
 07/18  18:00:00,701430.6242956967,0.0,701430.6242956969,0.0 
 07/18  19:00:00,801439.9339396125,0.0,801439.9339396125,0.0 
 07/18  20:00:00,369643.99285523997,0.0,369643.99285523997,0.0 
 07/18  21:00:00,457387.6470153567,0.0,457387.64701535677,0.0 
 07/18  22:00:00,551301.0243843078,0.0,551301.0243843079,0.0 
 07/18  23:00:00,641177.6784173283,0.0,641177.6784173283,0.0 
 07/18  24:00:00,729343.0583365283,0.0,729343.0583365283,0.0 
 07/19  01:00:00,778298.0038560304,0.0,778298.0038560303,0.0 
 07/19  02:00:00,800739.6980139285,0.0,800739.6980139285,0.0 
 07/19  03:00:00,819521.8447999861,0.0,819521.8447999864,0.0 
 07/19  04:00:00,865384.791619887,0.0,865383.0679223872,0.0 
 07/19  05:00:00,943573.0924410499,0.0,943573.0924410459,0.0 
 07/19  06:00:00,967459.4644655479,0.0,967459.464465548,0.0 
 07/19  07:00:00,808218.9888153846,0.0,808218.9888153845,0.0 
 07/19  08:00:00,744197.0331146811,0.0,744197.0331146811,0.0 
 07/19  09:00:00,660727.5975339791,0.0,660727.597533979,0.0 
 07/19  10:00:00,582824.4514368947,0.0,582824.4514368947,0.0 
 07/19  11:00:00,516938.25204322746,0.0,516935.023873937,0.0 
 07/19  12:00:00,527663.255915375,0.0,527641.2649856983,0.0 
 07/19  13:00:00,827095.4896801305,0.0,827095.4896801305,0.0 
 07/19  14:00:00,724546.6930025095,0.0,724546.6930025097,0.0 
 07/19  15:00:00,600165.6184998985,0.0,600165.6184998986,0.0 
 07/19  16:00:00,497510.7873447153,0.0,497510.78734471547,0.0 
 07/19  17:00:00,466943.4987591959,0.0,466943.49875919587,0.0 
 07/19  18:00:00,521983.9252307677,0.0,521983.92523076778,0.0 
 07/19  19:00:00,624075.0731168093,0.0,624075.0731168093,0.0 
 07/19  20:00:00,733286.942281141,0.0,733286.942281141,0.0 
 07/19  21:00:00,510846.0512521784,0.0,510846.0512521785,0.0 
 07/19  22:00:00,442905.08736073217,0.0,442905.08736073217,0.0 
 07/19  23:00:00,517898.79470453786,0.0,517898.79470453798,0.0 
 07/19  24:00:00,621790.0029044412,0.0,621790.0029044412,0.0 
 07/20  01:00:00,684540.2851748297,0.0,684540.2851748298,0.0 
 07/20  02:00:00,719564.899660471,0.0,719564.8996604709,0.0 
 07/20  03:00:00,755550.2277759501,0.0,755550.2277759501,0.0 
 07/20  04:00:00,789903.2274027115,0.0,789903.2274027118,0.0 
 07/20  05:00:00,826291.5407864756,0.0,826291.5407864755,0.0 
 07/20  06:00:00,820490.3587761152,0.0,820490.3587761152,0.0 
 07/20  07:00:00,707283.4719853395,0.0,707283.4719853395,0.0 
 07/20  08:00:00,548349.6164565982,0.0,548341.5505777564,0.0 
 07/20  09:00:00,716493.3593341226,0.0,716483.2850326302,0.0 
 07/20  10:00:00,606214.3739493725,0.0,606214.3739493725,0.0 
 07/20  11:00:00,455119.90249336339,0.0,455123.69282792657,0.0 
 07/20  12:00:00,340042.0000999505,0.0,340044.2635854167,0.0 
 07/20  13:00:00,164300.00862718904,0.0,164300.0086271891,0.0 
 07/20  14:00:00,20982.383663762248,0.0,20982.383663762248,0.0 
 07/20  15:00:00,0.0,0.0,0.0,0.0 
 07/20  16:00:00,0.0,0.0,0.0,0.0 
 07/20  17:00:00,0.0,0.0,0.0,0.0 
 07/20  18:00:00,0.0,0.0,0.0,0.0 
 07/20  19:00:00,20965.06147321013,0.0,20963.643614926827,0.0 
 07/20  20:00:00,192930.6163253269,0.0,192930.6162917892,0.0 
 07/20  21:00:00,403042.06253571718,0.0,403042.0625357172,0.0 
 07/20  22:00:00,597139.7817909976,0.0,597139.7817909976,0.0 
 07/20  23:00:00,679855.0840970017,0.0,679855.0840970017,0.0 
 07/20  24:00:00,416668.72156607618,0.0,416668.7215660762,0.0 
 07/21  01:00:00,475559.57621090419,0.0,475559.5762109041,0.0 
 07/21  02:00:00,506175.9849720943,0.0,506175.9849720943,0.0 
 07/21  03:00:00,532890.4633711008,0.0,532890.4633711008,0.0 
 07/21  04:00:00,562728.3958708344,0.0,562728.3958708344,0.0 
 07/21  05:00:00,597886.3818172484,0.0,597886.3818172484,0.0 
 07/21  06:00:00,607283.7166756077,0.0,607283.716675608,0.0 
 07/21  07:00:00,512533.5028985509,0.0,512533.50289855097,0.0 
 07/21  08:00:00,397746.52821088049,0.0,397746.5282108804,0.0 
 07/21  09:00:00,605401.1973513212,0.0,605385.7014745734,0.0 
 07/21  10:00:00,332414.2844210633,0.0,332414.2844210633,0.0 
 07/21  11:00:00,229503.2706088744,0.0,229506.1500467094,0.0 
 07/21  12:00:00,48300.118480438694,0.0,48303.47679623235,0.0 
 07/21  13:00:00,0.0,0.0,0.0,0.0 
 07/21  14:00:00,0.0,0.0,0.0,0.0 
 07/21  15:00:00,0.0,0.0,0.0,0.0 
 07/21  16:00:00,0.0,0.0,0.0,0.0 
 07/21  17:00:00,0.0,0.0,0.0,0.0 
 07/21  18:00:00,0.0,0.0,0.0,0.0 
 07/21  19:00:00,0.0,0.0,0.0,0.0 
 07/21  20:00:00,0.0,0.0,0.0,0.0 
 07/21  21:00:00,0.0,0.0,0.0,0.0 
 07/21  22:00:00,61046.05185300765,0.0,61033.06325734638,0.0 
 07/21  23:00:00,221529.30896155793,0.0,221529.30895647253,0.0 
 07/21  24:00:00,387143.2458177034,0.0,387143.2458177035,0.0 
 07/22  01:00:00,440192.8485893663,0.0,440192.8485893663,0.0 
 07/22  02:00:00,421975.60864983548,0.0,421975.60864983548,0.0 
 07/22  03:00:00,402686.22078615278,0.0,402686.2207861527,0.0 
 07/22  04:00:00,382154.89791967489,0.0,382154.897919675,0.0 
 07/22  05:00:00,358287.2027963624,0.0,358287.20279636248,0.0 
 07/22  06:00:00,436379.87066932066,0.0,436379.8706693206,0.0 
 07/22  07:00:00,503707.7589666179,0.0,503707.758966618,0.0 
 07/22  08:00:00,492437.2903293598,0.0,492437.29032935996,0.0 
 07/22  09:00:00,170881.8838214187,0.0,170866.42616023753,0.0 
 07/22  10:00:00,0.0,0.0,0.0,0.0 
 07/22  11:00:00,0.0,0.0,0.0,0.0 
 07/22  12:00:00,0.0,0.0,0.0,0.0 
 07/22  13:00:00,0.0,0.0,0.0,0.0 
 07/22  14:00:00,0.0,0.0,0.0,0.0 
 07/22  15:00:00,0.0,0.0,0.0,0.0 
 07/22  16:00:00,0.0,0.0,0.0,0.0 
 07/22  17:00:00,0.0,0.0,0.0,0.0 
 07/22  18:00:00,0.0,0.0,0.0,0.0 
 07/22  19:00:00,0.0,0.0,0.0,0.0 
 07/22  20:00:00,0.0,0.0,0.0,0.0 
 07/22  21:00:00,0.0,0.0,0.0,0.0 
 07/22  22:00:00,0.0,0.0,0.0,0.0 
 07/22  23:00:00,0.0,0.0,0.0,0.0 
 07/22  24:00:00,12955.884541902427,0.0,12954.341866986033,0.0 
 07/23  01:00:00,39083.282603689884,0.0,39083.279196212156,0.0 
 07/23  02:00:00,15622.896903574112,0.0,15622.89690357411,0.0 
 07/23  03:00:00,0.0,0.0,0.0,0.0 
 07/23  04:00:00,0.0,0.0,0.0,0.0 
 07/23  05:00:00,0.0,0.0,0.0,0.0 
 07/23  06:00:00,0.0,0.0,0.0,0.0 
 07/23  07:00:00,62576.67733556063,0.0,62523.39650209978,0.0 
 07/23  08:00:00,144714.23903838887,0.0,144714.23846073808,0.0 
 07/23  09:00:00,38859.85171380054,0.0,38859.85171380054,0.0 
 07/23  10:00:00,0.0,0.0,0.0,0.0 
 07/23  11:00:00,0.0,0.0,0.0,0.0 
 07/23  12:00:00,0.0,0.0,0.0,0.0 
 07/23  13:00:00,0.0,0.0,0.0,0.0 
 07/23  14:00:00,0.0,0.0,0.0,0.0 
 07/23  15:00:00,0.0,0.0,0.0,0.0 
 07/23  16:00:00,0.0,0.0,0.0,0.0 
 07/23  17:00:00,0.0,0.0,0.0,0.0 
 07/23  18:00:00,0.0,0.0,0.0,0.0 
 07/23  19:00:00,0.0,0.0,0.0,0.0 
 07/23  20:00:00,0.0,0.0,0.0,0.0 
 07/23  21:00:00,0.0,0.0,0.0,0.0 
 07/23  22:00:00,0.0,0.0,0.0,0.0 
 07/23  23:00:00,8346.332873181644,0.0,8323.903982504182,0.0 
 07/23  24:00:00,186191.74076541706,0.0,186191.6105611584,0.0 
 07/24  01:00:00,309720.59670807109,0.0,309720.59670806737,0.0 
 07/24  02:00:00,356978.60715148298,0.0,356978.60715148286,0.0 
 07/24  03:00:00,399507.9935838266,0.0,399507.9935838266,0.0 
 07/24  04:00:00,438225.334522939,0.0,438225.33452293908,0.0 
 07/24  05:00:00,475871.91105180818,0.0,475871.91105180818,0.0 
 07/24  06:00:00,472327.8713955268,0.0,472327.8713955268,0.0 
 07/24  07:00:00,352011.2667771663,0.0,352011.26677716619,0.0 
 07/24  08:00:00,172431.51812970086,0.0,172431.51812970089,0.0 
 07/24  09:00:00,11017.450411384016,0.0,11017.450411384018,0.0 
 07/24  10:00:00,0.0,0.0,0.0,0.0 
 07/24  11:00:00,0.0,0.0,0.0,0.0 
 07/24  12:00:00,0.0,0.0,0.0,0.0 
 07/24  13:00:00,0.0,0.0,0.0,0.0 
 07/24  14:00:00,0.0,0.0,0.0,0.0 
 07/24  15:00:00,0.0,0.0,0.0,0.0 
 07/24  16:00:00,0.0,0.0,0.0,0.0 
 07/24  17:00:00,0.0,0.0,0.0,0.0 
 07/24  18:00:00,0.0,0.0,0.0,0.0 
 07/24  19:00:00,0.0,0.0,0.0,0.0 
 07/24  20:00:00,0.0,0.0,0.0,0.0 
 07/24  21:00:00,0.0,0.0,0.0,0.0 
 07/24  22:00:00,0.0,0.0,0.0,0.0 
 07/24  23:00:00,45648.42674081446,0.0,45611.82866448616,0.0 
 07/24  24:00:00,312709.1409454819,0.0,312709.13807437728,0.0 
 07/25  01:00:00,233964.76220424818,0.0,233964.76220424754,0.0 
 07/25  02:00:00,33574.13960667841,0.0,33573.17567095688,0.0 
 07/25  03:00:00,93129.67701068273,0.0,93129.67701068266,0.0 
 07/25  04:00:00,149773.47342332197,0.0,149773.473423322,0.0 
 07/25  05:00:00,205929.19427549916,0.0,205929.19427549919,0.0 
 07/25  06:00:00,219789.5613595383,0.0,219789.56135953824,0.0 
 07/25  07:00:00,170166.86385106017,0.0,170166.8638510602,0.0 
 07/25  08:00:00,140923.1809384154,0.0,140923.18093841538,0.0 
 07/25  09:00:00,113701.05323857538,0.0,113701.0532385754,0.0 
 07/25  10:00:00,560280.0897224168,0.0,560280.0897224168,0.0 
 07/25  11:00:00,442027.5741699365,0.0,442022.36902235206,0.0 
 07/25  12:00:00,335822.24503293199,0.0,335822.24503293199,0.0 
 07/25  13:00:00,163977.33864372914,0.0,163977.33864372917,0.0 
 07/25  14:00:00,92762.0640133173,0.0,92762.06401331732,0.0 
 07/25  15:00:00,163032.85942773254,0.0,163031.3438404898,0.0 
 07/25  16:00:00,245094.07334246653,0.0,245094.07334246656,0.0 
 07/25  17:00:00,202703.2014251575,0.0,202703.2014251575,0.0 
 07/25  18:00:00,209311.32224952343,0.0,209311.32224952349,0.0 
 07/25  19:00:00,288137.10274058618,0.0,288137.1027405861,0.0 
 07/25  20:00:00,364093.1242219721,0.0,364093.12422197216,0.0 
 07/25  21:00:00,443062.7004673513,0.0,443062.70046735138,0.0 
 07/25  22:00:00,497807.044172052,0.0,497807.0441720522,0.0 
 07/25  23:00:00,631817.3117146548,0.0,631817.3117146548,0.0 
 07/25  24:00:00,234209.98174409549,0.0,234209.98174409546,0.0 
 07/26  01:00:00,270636.50229247516,0.0,270636.50229247516,0.0 
 07/26  02:00:00,282903.6966619058,0.0,282903.6966619058,0.0 
 07/26  03:00:00,292093.9939212069,0.0,292093.9939212069,0.0 
 07/26  04:00:00,301139.81324493218,0.0,301139.8132449321,0.0 
 07/26  05:00:00,307717.87784035698,0.0,307717.8778403569,0.0 
 07/26  06:00:00,657962.6787366751,0.0,657962.6787366748,0.0 
 07/26  07:00:00,656876.7303548277,0.0,656876.7303548276,0.0 
 07/26  08:00:00,557229.5267986903,0.0,557229.5267986903,0.0 
 07/26  09:00:00,435281.11310417178,0.0,435281.11310417178,0.0 
 07/26  10:00:00,302027.31156342898,0.0,302027.3115634289,0.0 
 07/26  11:00:00,123192.91514705906,0.0,123190.99350324276,0.0 
 07/26  12:00:00,1240.985644951297,0.0,1240.8252835409358,0.0 
 07/26  13:00:00,0.0,0.0,0.0,0.0 
 07/26  14:00:00,0.0,0.0,0.0,0.0 
 07/26  15:00:00,0.0,0.0,0.0,0.0 
 07/26  16:00:00,0.0,0.0,0.0,0.0 
 07/26  17:00:00,0.0,0.0,0.0,0.0 
 07/26  18:00:00,0.0,0.0,0.0,0.0 
 07/26  19:00:00,0.0,0.0,0.0,0.0 
 07/26  20:00:00,0.0,0.0,0.0,0.0 
 07/26  21:00:00,50656.9410395567,0.0,50647.219662379386,0.0 
 07/26  22:00:00,163907.64911391005,0.0,163907.64911215683,0.0 
 07/26  23:00:00,340561.791058306,0.0,340561.7910583061,0.0 
 07/26  24:00:00,565693.3594557386,0.0,565693.3594557386,0.0 
 07/27  01:00:00,670080.4848502672,0.0,670080.4848502674,0.0 
 07/27  02:00:00,445058.18911084908,0.0,445058.18911084908,0.0 
 07/27  03:00:00,213005.1572846218,0.0,213005.15728462183,0.0 
 07/27  04:00:00,238503.90335206345,0.0,238503.90335206348,0.0 
 07/27  05:00:00,263438.4233310617,0.0,263438.4233310618,0.0 
 07/27  06:00:00,277162.57881981765,0.0,277162.57881981765,0.0 
 07/27  07:00:00,242744.68549220463,0.0,242744.68549220457,0.0 
 07/27  08:00:00,345478.68765975409,0.0,345478.6876597541,0.0 
 07/27  09:00:00,632970.9590873007,0.0,632972.601127454,0.0 
 07/27  10:00:00,434192.13970025806,0.0,434192.13970025806,0.0 
 07/27  11:00:00,243401.99348445575,0.0,243419.44493770274,0.0 
 07/27  12:00:00,77026.19412765457,0.0,77036.67897165877,0.0 
 07/27  13:00:00,258.6188355088234,0.0,258.6188355088234,0.0 
 07/27  14:00:00,0.0,0.0,0.0,0.0 
 07/27  15:00:00,0.0,0.0,0.0,0.0 
 07/27  16:00:00,0.0,0.0,0.0,0.0 
 07/27  17:00:00,0.0,0.0,0.0,0.0 
 07/27  18:00:00,6530.892747309881,0.0,6530.855019647153,0.0 
 07/27  19:00:00,104547.32123125659,0.0,104547.32123125647,0.0 
 07/27  20:00:00,250728.68283215559,0.0,250728.6828321556,0.0 
 07/27  21:00:00,464657.00221837186,0.0,464657.00221837198,0.0 
 07/27  22:00:00,619511.9111022783,0.0,619511.9111022784,0.0 
 07/27  23:00:00,212786.16552976514,0.0,212786.16552976514,0.0 
 07/27  24:00:00,315276.4260119421,0.0,315276.42601194218,0.0 
 07/28  01:00:00,375712.8570376574,0.0,375712.8570376575,0.0 
 07/28  02:00:00,407246.3446269188,0.0,407246.3446269189,0.0 
 07/28  03:00:00,438581.90074081488,0.0,438581.9007408148,0.0 
 07/28  04:00:00,467296.0883363669,0.0,467296.0883363668,0.0 
 07/28  05:00:00,499983.2143564242,0.0,499983.2143564242,0.0 
 07/28  06:00:00,515119.4296958383,0.0,515119.4296958384,0.0 
 07/28  07:00:00,448513.9228747233,0.0,448513.9228747234,0.0 
 07/28  08:00:00,355032.9068755764,0.0,355032.9068755765,0.0 
 07/28  09:00:00,360441.4783952653,0.0,360441.4783952653,0.0 
 07/28  10:00:00,524224.9730866196,0.0,524224.9730866196,0.0 
 07/28  11:00:00,289659.7639025204,0.0,289669.5923608387,0.0 
 07/28  12:00:00,108898.34021887691,0.0,108904.51329947487,0.0 
 07/28  13:00:00,5330.734337684407,0.0,5330.734337684407,0.0 
 07/28  14:00:00,0.0,0.0,0.0,0.0 
 07/28  15:00:00,0.0,0.0,0.0,0.0 
 07/28  16:00:00,0.0,0.0,0.0,0.0 
 07/28  17:00:00,0.0,0.0,0.0,0.0 
 07/28  18:00:00,0.0,0.0,0.0,0.0 
 07/28  19:00:00,0.0,0.0,0.0,0.0 
 07/28  20:00:00,31020.58538269898,0.0,31012.224946643066,0.0 
