Date/Time,Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),DistrictHeating:HVAC [J](Hourly),DistrictCooling:HVAC [J](Hourly) 
 04/10  17:00:00,1664961.2256156933,0.0,1664974.281249876,0.0 
 04/10  18:00:00,1985254.952117675,0.0,1985270.3362561996,0.0 
 04/10  19:00:00,2561254.884013263,0.0,2561242.720913086,0.0 
 04/10  20:00:00,2855991.7307230879,0.0,2855991.6972221254,0.0 
 04/10  21:00:00,3861319.1689277107,0.0,3861319.16892771,0.0 
 04/10  22:00:00,4230611.210074429,0.0,4230611.210074429,0.0 
 04/10  23:00:00,4573431.948275025,0.0,4573431.948275025,0.0 
 04/10  24:00:00,5254173.746295842,0.0,5254173.746295842,0.0 
 04/11  01:00:00,5528311.17662374,0.0,5528311.17662374,0.0 
 04/11  02:00:00,5708644.153920239,0.0,5708644.153920238,0.0 
 04/11  03:00:00,5828948.739157422,0.0,5828948.739157422,0.0 
 04/11  04:00:00,5921911.341144871,0.0,5921911.341144871,0.0 
 04/11  05:00:00,6012110.340578141,0.0,6012110.340578142,0.0 
 04/11  06:00:00,6122184.049406035,0.0,6122184.049406035,0.0 
 04/11  07:00:00,5621356.114211276,0.0,5621356.114211276,0.0 
 04/11  08:00:00,5217968.092295065,0.0,5217968.092295065,0.0 
 04/11  09:00:00,5720085.695588773,0.0,5720085.695588774,0.0 
 04/11  10:00:00,5562226.184254966,0.0,5562226.184254966,0.0 
 04/11  11:00:00,5224977.560026936,0.0,5224949.5553597169,0.0 
 04/11  12:00:00,4282172.173107445,0.0,4282086.768324865,0.0 
 04/11  13:00:00,3908708.6131982125,0.0,3908708.6131982125,0.0 
 04/11  14:00:00,4109174.657273046,0.0,4109174.6572730459,0.0 
 04/11  15:00:00,3726226.723035451,0.0,3726266.4497867126,0.0 
 04/11  16:00:00,3851098.126656681,0.0,3851098.1266566806,0.0 
 04/11  17:00:00,3223079.218358008,0.0,3223095.3116854599,0.0 
 04/11  18:00:00,3376310.746963485,0.0,3376283.2857173646,0.0 
 04/11  19:00:00,4374952.044749867,0.0,4374952.044742234,0.0 
 04/11  20:00:00,4710581.109607709,0.0,4710581.109607709,0.0 
 04/11  21:00:00,5591229.563441565,0.0,5591229.563441566,0.0 
 04/11  22:00:00,5846185.982216182,0.0,5846185.982216182,0.0 
 04/11  23:00:00,6100230.187111108,0.0,6100230.187111109,0.0 
 04/11  24:00:00,6692140.77336693,0.0,6692140.77336693,0.0 
 04/12  01:00:00,6924549.394377938,0.0,6924549.394377938,0.0 
 04/12  02:00:00,7122137.356909179,0.0,7122137.356909178,0.0 
 04/12  03:00:00,7264425.315186904,0.0,7264425.315186904,0.0 
 04/12  04:00:00,7422134.235628477,0.0,7422134.235628476,0.0 
 04/12  05:00:00,7575797.722991476,0.0,7575797.722991476,0.0 
 04/12  06:00:00,7695792.830297416,0.0,7695792.830297416,0.0 
 04/12  07:00:00,7154252.416594803,0.0,7154252.4165948019,0.0 
 04/12  08:00:00,6484909.062296724,0.0,6484909.062296724,0.0 
 04/12  09:00:00,6488874.003908095,0.0,6488874.003908094,0.0 
 04/12  10:00:00,5905054.991927602,0.0,5905054.991927602,0.0 
 04/12  11:00:00,5385883.226758837,0.0,5385883.226758837,0.0 
 04/12  12:00:00,4684247.985562185,0.0,4684257.334164577,0.0 
 04/12  13:00:00,4855815.971164711,0.0,4855815.971164711,0.0 
 04/12  14:00:00,4678711.487459701,0.0,4678711.487459701,0.0 
 04/12  15:00:00,4662925.742697697,0.0,4662921.02567948,0.0 
 04/12  16:00:00,4455997.414007356,0.0,4455997.414007356,0.0 
 04/12  17:00:00,3572664.4719897794,0.0,3572642.5359162355,0.0 
 04/12  18:00:00,3835965.6127092509,0.0,3835964.0073960537,0.0 
 04/12  19:00:00,4479362.121747667,0.0,4479362.106809555,0.0 
 04/12  20:00:00,4613964.248414652,0.0,4613964.248414651,0.0 
 04/12  21:00:00,5574789.103161471,0.0,5574789.103161471,0.0 
 04/12  22:00:00,5898399.318137495,0.0,5898399.318137495,0.0 
 04/12  23:00:00,6179932.0137872849,0.0,6179932.013787285,0.0 
 04/12  24:00:00,6805321.4714641519,0.0,6805321.4714641519,0.0 
 04/13  01:00:00,7083073.785135185,0.0,7083073.785135186,0.0 
 04/13  02:00:00,7272409.022401724,0.0,7272409.022401723,0.0 
 04/13  03:00:00,7433568.663608212,0.0,7433568.663608213,0.0 
 04/13  04:00:00,7649380.626680371,0.0,7649380.62668037,0.0 
 04/13  05:00:00,7950625.765312981,0.0,7950625.76531298,0.0 
 04/13  06:00:00,8212951.985411356,0.0,8212951.985411357,0.0 
 04/13  07:00:00,7640330.2766939,0.0,7640330.2766939,0.0 
 04/13  08:00:00,6698673.533806711,0.0,6698673.533806711,0.0 
 04/13  09:00:00,6630149.115354013,0.0,6630149.115354013,0.0 
 04/13  10:00:00,5919117.783920811,0.0,5919117.7839208119,0.0 
 04/13  11:00:00,5434873.464520898,0.0,5434852.388797052,0.0 
 04/13  12:00:00,4434942.454346882,0.0,4434850.707094501,0.0 
 04/13  13:00:00,3956498.1557765325,0.0,3956496.0279359889,0.0 
 04/13  14:00:00,3765630.5566737086,0.0,3765630.5566737076,0.0 
 04/13  15:00:00,3448580.1608352039,0.0,3448593.215456867,0.0 
 04/13  16:00:00,3309298.009358993,0.0,3309298.009358993,0.0 
 04/13  17:00:00,2845642.6265184048,0.0,2845649.9770863328,0.0 
 04/13  18:00:00,3047205.6029251727,0.0,3047205.602925173,0.0 
 04/13  19:00:00,3620600.121249605,0.0,3620589.029307847,0.0 
 04/13  20:00:00,4039234.8750511629,0.0,4039234.874886864,0.0 
 04/13  21:00:00,5107105.536496472,0.0,5107105.536496472,0.0 
 04/13  22:00:00,5531696.429090766,0.0,5531696.429090766,0.0 
 04/13  23:00:00,5976854.455420847,0.0,5976854.455420846,0.0 
 04/13  24:00:00,6666078.481356431,0.0,6666078.481356432,0.0 
 04/14  01:00:00,6884658.795872144,0.0,6884658.795872144,0.0 
 04/14  02:00:00,7123823.378904837,0.0,7123823.378904836,0.0 
 04/14  03:00:00,7406378.148155799,0.0,7406378.148155799,0.0 
 04/14  04:00:00,6660220.879980584,0.0,6660220.879980583,0.0 
 04/14  05:00:00,5833376.423167298,0.0,5833376.423167298,0.0 
 04/14  06:00:00,5983366.3327525579,0.0,5983366.3327525579,0.0 
 04/14  07:00:00,7043415.506309617,0.0,7043415.506309617,0.0 
 04/14  08:00:00,7071747.973406681,0.0,7071747.973406681,0.0 
 04/14  09:00:00,7226634.669664808,0.0,7226634.669664808,0.0 
 04/14  10:00:00,6164910.40464564,0.0,6164910.40464564,0.0 
 04/14  11:00:00,4784484.038517811,0.0,4784484.038517812,0.0 
 04/14  12:00:00,3225673.4733516986,0.0,3225680.203457094,0.0 
 04/14  13:00:00,2349606.101621497,0.0,2349605.7679915346,0.0 
 04/14  14:00:00,2245884.1956892546,0.0,2245884.1956892546,0.0 
 04/14  15:00:00,1681417.5860947534,0.0,1681432.7705507328,0.0 
 04/14  16:00:00,1177360.1276835714,0.0,1177360.1276835714,0.0 
 04/14  17:00:00,668345.4402099354,0.0,668350.3053859611,0.0 
 04/14  18:00:00,687758.7403331905,0.0,687758.7403331904,0.0 
 04/14  19:00:00,844906.6713110944,0.0,844887.6503840683,0.0 
 04/14  20:00:00,1248618.340535902,0.0,1248618.3404322544,0.0 
 04/14  21:00:00,2151221.432849719,0.0,2151218.049038212,0.0 
 04/14  22:00:00,2518970.8814371747,0.0,2518970.8814102646,0.0 
 04/14  23:00:00,2994572.753833292,0.0,2994566.2858457679,0.0 
 04/14  24:00:00,3861285.2690965349,0.0,3861285.269095559,0.0 
 04/15  01:00:00,4181452.989506514,0.0,4181452.989506514,0.0 
 04/15  02:00:00,4479936.615095137,0.0,4479936.615095136,0.0 
 04/15  03:00:00,4856316.562072936,0.0,4856316.562072936,0.0 
 04/15  04:00:00,5174430.611911985,0.0,5174430.611911985,0.0 
 04/15  05:00:00,5426234.162410554,0.0,5426234.162410554,0.0 
 04/15  06:00:00,5712249.593340769,0.0,5712249.59334077,0.0 
 04/15  07:00:00,5081288.3925046599,0.0,5081288.3925046599,0.0 
 04/15  08:00:00,4088253.6395056017,0.0,4088253.6395056017,0.0 
 04/15  09:00:00,3625085.167995665,0.0,3625085.1679956645,0.0 
 04/15  10:00:00,2578721.2788577389,0.0,2578721.278857739,0.0 
 04/15  11:00:00,2418981.679605061,0.0,2418981.679605061,0.0 
 04/15  12:00:00,3251902.33643993,0.0,3251956.3125232548,0.0 
 04/15  13:00:00,2228193.601660641,0.0,2228192.87323203,0.0 
 04/15  14:00:00,1987953.1879139937,0.0,1987953.1879139939,0.0 
 04/15  15:00:00,1449583.4996870943,0.0,1449580.7957110797,0.0 
 04/15  16:00:00,1074146.516243923,0.0,1074146.5162439233,0.0 
 04/15  17:00:00,825910.8587005893,0.0,825908.85176453,0.0 
 04/15  18:00:00,849884.44276864,0.0,849884.4427686399,0.0 
 04/15  19:00:00,1198184.1296994752,0.0,1198133.307122635,0.0 
 04/15  20:00:00,2093415.025305788,0.0,2093415.0253028763,0.0 
 04/15  21:00:00,1351319.7933244473,0.0,1351284.509785796,0.0 
 04/15  22:00:00,795706.6332199039,0.0,795706.6332199035,0.0 
 04/15  23:00:00,897916.3776142096,0.0,897916.3776142094,0.0 
 04/15  24:00:00,1430484.3624146255,0.0,1430365.760531955,0.0 
 04/16  01:00:00,1739767.3500182047,0.0,1739765.1848331914,0.0 
 04/16  02:00:00,1996298.8756464346,0.0,1996295.5092203106,0.0 
 04/16  03:00:00,2369805.7943925906,0.0,2369805.7943925096,0.0 
 04/16  04:00:00,2694883.722558517,0.0,2694883.722558517,0.0 
 04/16  05:00:00,3007813.0674847855,0.0,3007813.0674847855,0.0 
 04/16  06:00:00,3286984.5344217207,0.0,3286984.534421721,0.0 
 04/16  07:00:00,2700174.266514915,0.0,2700174.266514915,0.0 
 04/16  08:00:00,1687426.986466314,0.0,1687426.9864663142,0.0 
 04/16  09:00:00,1445767.3402731175,0.0,1445767.340273117,0.0 
 04/16  10:00:00,2111367.103850317,0.0,2111289.473239218,0.0 
 04/16  11:00:00,2617247.2826092916,0.0,2617229.5654737718,0.0 
 04/16  12:00:00,1109327.4947705474,0.0,1109286.198612797,0.0 
 04/16  13:00:00,794506.574683822,0.0,794506.574683822,0.0 
 04/16  14:00:00,737724.3300508626,0.0,737724.3300508629,0.0 
 04/16  15:00:00,685621.3212731074,0.0,685624.5332170365,0.0 
 04/16  16:00:00,664043.3753479596,0.0,664043.3753479596,0.0 
 04/16  17:00:00,662035.2429993956,0.0,662038.2794686211,0.0 
 04/16  18:00:00,683506.9650042282,0.0,683506.9650042282,0.0 
 04/16  19:00:00,746963.700889051,0.0,746963.700889051,0.0 
 04/16  20:00:00,849215.842559316,0.0,849215.8425593157,0.0 
 04/16  21:00:00,1112416.0087411169,0.0,1112325.3726045555,0.0 
 04/16  22:00:00,1398654.883279841,0.0,1398654.8417380707,0.0 
 04/16  23:00:00,635217.7869348156,0.0,635217.7869348156,0.0 
 04/16  24:00:00,660202.8604774636,0.0,660202.8604774636,0.0 
 04/17  01:00:00,691810.949190449,0.0,691808.1822727231,0.0 
 04/17  02:00:00,804890.9671186819,0.0,804890.9629237113,0.0 
 04/17  03:00:00,935436.4052652635,0.0,935436.4052652639,0.0 
 04/17  04:00:00,1017189.6578325628,0.0,1017189.6578325627,0.0 
 04/17  05:00:00,1148584.1581915012,0.0,1148582.2134364504,0.0 
 04/17  06:00:00,1363622.4566773,0.0,1363621.554945074,0.0 
 04/17  07:00:00,1059297.2756666397,0.0,1059296.7418328748,0.0 
 04/17  08:00:00,955133.7057681865,0.0,955133.7057681866,0.0 
 04/17  09:00:00,1397716.3912856724,0.0,1397607.673269469,0.0 
 04/17  10:00:00,1212927.1772511672,0.0,1212927.1772511653,0.0 
 04/17  11:00:00,803778.5124677706,0.0,803778.5124677707,0.0 
 04/17  12:00:00,577077.8988948026,0.0,577088.6600905447,0.0 
 04/17  13:00:00,619454.9239197517,0.0,619454.9239197518,0.0 
 04/17  14:00:00,869041.4085873155,0.0,869034.3461100026,0.0 
 04/17  15:00:00,797107.3476411806,0.0,797116.0044899103,0.0 
 04/17  16:00:00,751025.6798796577,0.0,751025.6798796577,0.0 
 04/17  17:00:00,757322.613918358,0.0,757322.4964420992,0.0 
 04/17  18:00:00,801772.5389747348,0.0,801772.5389747346,0.0 
 04/17  19:00:00,803354.2342784503,0.0,803354.2342784503,0.0 
 04/17  20:00:00,565246.5452908098,0.0,565245.9790194405,0.0 
 04/17  21:00:00,625614.9729010009,0.0,625614.9729010009,0.0 
 04/17  22:00:00,674120.4934319856,0.0,674120.4934319857,0.0 
 04/17  23:00:00,714968.7439057044,0.0,714968.7439057045,0.0 
 04/17  24:00:00,823478.4989492613,0.0,823455.1061011425,0.0 
 04/18  01:00:00,934338.9610124428,0.0,934338.9610116056,0.0 
 04/18  02:00:00,993714.609859983,0.0,993714.6098599831,0.0 
 04/18  03:00:00,1049240.3571868449,0.0,1049240.3571868449,0.0 
 04/18  04:00:00,1146292.0446044317,0.0,1146290.405149547,0.0 
 04/18  05:00:00,1382643.268012156,0.0,1382643.267249182,0.0 
 04/18  06:00:00,1650058.9238532915,0.0,1650057.098292964,0.0 
 04/18  07:00:00,1279149.723508748,0.0,1279149.7235087478,0.0 
 04/18  08:00:00,1060772.9304173736,0.0,1060772.9304173736,0.0 
 04/18  09:00:00,1283564.2672379087,0.0,1283475.9638145616,0.0 
 04/18  10:00:00,962543.8920408748,0.0,962543.8920408747,0.0 
 04/18  11:00:00,649490.9674653261,0.0,649490.967465326,0.0 
 04/18  12:00:00,579802.930756832,0.0,579789.773718838,0.0 
 04/18  13:00:00,512864.9255294877,0.0,512864.92552948769,0.0 
 04/18  14:00:00,886769.6363789365,0.0,886766.50272121,0.0 
 04/18  15:00:00,811734.3123882082,0.0,811739.1937447691,0.0 
 04/18  16:00:00,763307.4986936482,0.0,763307.498693648,0.0 
 04/18  17:00:00,754840.8565402833,0.0,754854.7946465111,0.0 
 04/18  18:00:00,783047.935480931,0.0,783047.935480931,0.0 
 04/18  19:00:00,870526.506502757,0.0,870526.5065027569,0.0 
 04/18  20:00:00,783793.9113002037,0.0,783775.2979272922,0.0 
 04/18  21:00:00,584236.5535305168,0.0,584236.5535305167,0.0 
 04/18  22:00:00,632722.5370780974,0.0,632722.5370780974,0.0 
 04/18  23:00:00,669658.5022335239,0.0,669658.502233524,0.0 
 04/18  24:00:00,710624.5558053475,0.0,710619.7008065484,0.0 
 04/19  01:00:00,818504.1317247738,0.0,818504.1317155889,0.0 
 04/19  02:00:00,933185.7709802571,0.0,933185.7709802569,0.0 
 04/19  03:00:00,1042931.6400125448,0.0,1042931.6400125448,0.0 
 04/19  04:00:00,1280437.8750559998,0.0,1280435.455873783,0.0 
 04/19  05:00:00,1692017.7140845869,0.0,1692017.714078637,0.0 
 04/19  06:00:00,2028344.8081789939,0.0,2028344.8081789944,0.0 
 04/19  07:00:00,1379436.3092871274,0.0,1379436.3092871276,0.0 
 04/19  08:00:00,846316.0283522068,0.0,846316.028352207,0.0 
 04/19  09:00:00,689750.1168450636,0.0,689748.3353353094,0.0 
 04/19  10:00:00,1308041.2629819476,0.0,1307301.2612663334,0.0 
 04/19  11:00:00,1325190.5433446468,0.0,1325187.475433103,0.0 
 04/19  12:00:00,853240.2933927793,0.0,853217.9599940025,0.0 
 04/19  13:00:00,775170.3070510603,0.0,775170.30705106,0.0 
 04/19  14:00:00,744594.5127891596,0.0,744594.5127891596,0.0 
 04/19  15:00:00,680727.7062880413,0.0,680725.4889080146,0.0 
 04/19  16:00:00,642946.2207077723,0.0,642946.2207077723,0.0 
 04/19  17:00:00,644362.7127730692,0.0,644364.156065961,0.0 
 04/19  18:00:00,671405.0711064229,0.0,671405.071106423,0.0 
 04/19  19:00:00,724785.4100140967,0.0,724785.4100140967,0.0 
 04/19  20:00:00,842580.6375829097,0.0,842580.6375829097,0.0 
 04/19  21:00:00,746722.28448018,0.0,746722.28448018,0.0 
 04/19  22:00:00,579204.770006647,0.0,579204.7700066469,0.0 
 04/19  23:00:00,610657.3686493288,0.0,610657.3686493288,0.0 
 04/19  24:00:00,640814.3659842929,0.0,640814.365984293,0.0 
 04/20  01:00:00,670667.0532919277,0.0,670667.0532919278,0.0 
 04/20  02:00:00,708141.222508521,0.0,708141.222508521,0.0 
 04/20  03:00:00,741124.4775891145,0.0,741124.4775891145,0.0 
 04/20  04:00:00,825433.7469093348,0.0,825433.1093017326,0.0 
 04/20  05:00:00,926053.1006025868,0.0,926053.1006025868,0.0 
 04/20  06:00:00,1010017.2424311324,0.0,1010017.2424311322,0.0 
 04/20  07:00:00,881153.8478305189,0.0,881153.8478305186,0.0 
 04/20  08:00:00,738810.4897266261,0.0,738810.4897266261,0.0 
 04/20  09:00:00,656271.1229243386,0.0,656271.1229243386,0.0 
 04/20  10:00:00,680612.6920146503,0.0,680598.6311527706,0.0 
 04/20  11:00:00,886370.6571371877,0.0,886358.603438658,0.0 
 04/20  12:00:00,760369.0961330447,0.0,760353.3201096548,0.0 
 04/20  13:00:00,690782.0135189963,0.0,690782.0135189963,0.0 
 04/20  14:00:00,651787.0730414577,0.0,651787.0730414577,0.0 
 04/20  15:00:00,607013.9170398598,0.0,607020.085967592,0.0 
 04/20  16:00:00,561593.2827245148,0.0,561593.2827245148,0.0 
 04/20  17:00:00,576727.5823752508,0.0,576735.7508376627,0.0 
 04/20  18:00:00,607838.3272207802,0.0,607838.3272207801,0.0 
 04/20  19:00:00,691978.6254606207,0.0,691978.6254606207,0.0 
 04/20  20:00:00,800826.1055870988,0.0,800826.1055870988,0.0 
 04/20  21:00:00,899647.4071582186,0.0,899647.4071582188,0.0 
 04/20  22:00:00,520387.6833833201,0.0,520385.94067150089,0.0 
 04/20  23:00:00,555448.0014060094,0.0,555448.0014060095,0.0 
 04/20  24:00:00,585810.2018781556,0.0,585810.2018781556,0.0 
 04/21  01:00:00,611723.9933402389,0.0,611723.9933402389,0.0 
 04/21  02:00:00,645652.1937137414,0.0,645652.1937137414,0.0 
 04/21  03:00:00,676302.9728522836,0.0,676302.9728522839,0.0 
 04/21  04:00:00,707532.7958699332,0.0,707532.7958699332,0.0 
 04/21  05:00:00,730955.6561798926,0.0,730955.6561798926,0.0 
 04/21  06:00:00,744228.9712563137,0.0,744228.9712563137,0.0 
 04/21  07:00:00,700693.25767622,0.0,700693.2576762203,0.0 
 04/21  08:00:00,669541.250852983,0.0,669541.2508529831,0.0 
 04/21  09:00:00,633150.126890231,0.0,633150.1268902312,0.0 
 04/21  10:00:00,565517.1196244592,0.0,565517.1196244592,0.0 
 04/21  11:00:00,514709.9380175286,0.0,514709.9380175287,0.0 
 04/21  12:00:00,451398.6342332311,0.0,451389.92531128079,0.0 
 04/21  13:00:00,594381.2058974726,0.0,594381.2058974726,0.0 
 04/21  14:00:00,716145.5441627102,0.0,716145.5441627101,0.0 
 04/21  15:00:00,678777.565116862,0.0,678790.7784798089,0.0 
 04/21  16:00:00,652142.3697043457,0.0,652142.3697043457,0.0 
 04/21  17:00:00,659573.2235359033,0.0,659571.8232686125,0.0 
 04/21  18:00:00,709560.8201706832,0.0,709560.8201706833,0.0 
 04/21  19:00:00,799747.2505140251,0.0,799747.250514025,0.0 
 04/21  20:00:00,445938.8045203666,0.0,445938.53033502536,0.0 
 04/21  21:00:00,497558.397758162,0.0,497558.39775816196,0.0 
 04/21  22:00:00,535037.2772123994,0.0,535037.2772123995,0.0 
 04/21  23:00:00,566169.7012374372,0.0,566169.7012374372,0.0 
 04/21  24:00:00,599754.1301424333,0.0,599754.1301424333,0.0 
 04/22  01:00:00,630212.9302694623,0.0,630212.9302694623,0.0 
 04/22  02:00:00,657861.849127623,0.0,657861.849127623,0.0 
 04/22  03:00:00,687456.9378597968,0.0,687456.9378597967,0.0 
 04/22  04:00:00,721668.6958593523,0.0,721668.6958593524,0.0 
 04/22  05:00:00,751988.3465143818,0.0,751988.3465143817,0.0 
 04/22  06:00:00,791619.4836506369,0.0,791617.147512516,0.0 
 04/22  07:00:00,734280.5626113971,0.0,734280.5626113972,0.0 
 04/22  08:00:00,688933.713662039,0.0,688933.713662039,0.0 
 04/22  09:00:00,607941.6872510371,0.0,607941.6872510371,0.0 
 04/22  10:00:00,527117.7421649154,0.0,527117.7421649154,0.0 
 04/22  11:00:00,866209.0684998953,0.0,866203.4554665317,0.0 
 04/22  12:00:00,746877.5064508808,0.0,746862.816463887,0.0 
 04/22  13:00:00,630045.3039132871,0.0,630045.3039132871,0.0 
 04/22  14:00:00,547588.4430652992,0.0,547588.4430652992,0.0 
 04/22  15:00:00,506132.73298961986,0.0,506137.22218768266,0.0 
 04/22  16:00:00,470713.0525605938,0.0,470713.0525605939,0.0 
 04/22  17:00:00,456863.48345690578,0.0,456861.6622334308,0.0 
 04/22  18:00:00,500015.45280859249,0.0,500015.45280859238,0.0 
 04/22  19:00:00,590169.2990296101,0.0,590169.2990296101,0.0 
 04/22  20:00:00,694689.824014215,0.0,694689.824014215,0.0 
 04/22  21:00:00,790553.6931899538,0.0,790553.6931899539,0.0 
 04/22  22:00:00,866909.5581002936,0.0,866909.5581002936,0.0 
 04/22  23:00:00,589242.6396007163,0.0,589242.6396007163,0.0 
 04/22  24:00:00,506999.35843123719,0.0,506999.3584312372,0.0 
 04/23  01:00:00,537389.9385938756,0.0,537389.9385938756,0.0 
 04/23  02:00:00,567388.0168084891,0.0,567388.0168084891,0.0 
 04/23  03:00:00,594453.0208545645,0.0,594453.0208545645,0.0 
 04/23  04:00:00,619414.0161058348,0.0,619414.0161058348,0.0 
 04/23  05:00:00,639578.5411062806,0.0,639578.5411062806,0.0 
 04/23  06:00:00,655320.7902358725,0.0,655320.7902358725,0.0 
 04/23  07:00:00,610560.4707320655,0.0,610560.4707320654,0.0 
 04/23  08:00:00,574346.019111169,0.0,574346.019111169,0.0 
 04/23  09:00:00,674736.8027231977,0.0,674736.8027231977,0.0 
 04/23  10:00:00,795286.2105969839,0.0,795286.210596984,0.0 
 04/23  11:00:00,706905.352519973,0.0,706905.352519973,0.0 
 04/23  12:00:00,620399.5097498715,0.0,620368.0765467093,0.0 
 04/23  13:00:00,533927.3547369309,0.0,533927.3547369309,0.0 
 04/23  14:00:00,452316.33695115117,0.0,452316.33695115128,0.0 
 04/23  15:00:00,511393.0820923868,0.0,511393.1469576035,0.0 
 04/23  16:00:00,511570.78169486179,0.0,511570.7816948617,0.0 
 04/23  17:00:00,556393.35522861,0.0,556384.4196084134,0.0 
 04/23  18:00:00,378677.13308416257,0.0,378666.89585421446,0.0 
 04/23  19:00:00,451577.7405142299,0.0,451577.74051423,0.0 
 04/23  20:00:00,479806.7009503802,0.0,479806.7009503803,0.0 
 04/23  21:00:00,512658.6594754835,0.0,512658.65947548349,0.0 
 04/23  22:00:00,554916.8181260525,0.0,554916.8181260525,0.0 
 04/23  23:00:00,594426.2200455447,0.0,594426.2200455448,0.0 
 04/23  24:00:00,627570.9442890645,0.0,627570.9442890644,0.0 
 04/24  01:00:00,653388.4929376518,0.0,653388.4929376517,0.0 
 04/24  02:00:00,678237.8145172123,0.0,678237.8145172123,0.0 
 04/24  03:00:00,708339.7436012674,0.0,708339.7436012672,0.0 
 04/24  04:00:00,724801.5458370297,0.0,724801.5458370298,0.0 
 04/24  05:00:00,737750.4646267616,0.0,737750.4646267615,0.0 
 04/24  06:00:00,757601.7074890673,0.0,757601.7074890672,0.0 
 04/24  07:00:00,736223.8790713304,0.0,736223.8790713304,0.0 
 04/24  08:00:00,710461.8734728424,0.0,710461.8734728423,0.0 
 04/24  09:00:00,668527.6543994895,0.0,668527.6543994896,0.0 
 04/24  10:00:00,601510.746192992,0.0,601510.746192992,0.0 
 04/24  11:00:00,541969.5703474901,0.0,541971.6899438491,0.0 
 04/24  12:00:00,486191.5364656404,0.0,486201.3677367924,0.0 
 04/24  13:00:00,444410.88835501336,0.0,444410.88835501347,0.0 
 04/24  14:00:00,456274.48217645825,0.0,456274.48217645825,0.0 
 04/24  15:00:00,503124.0462690512,0.0,503124.04626905129,0.0 
 04/24  16:00:00,782527.168251543,0.0,782537.6419784739,0.0 
 04/24  17:00:00,802876.8783053204,0.0,802886.1624610327,0.0 
 04/24  18:00:00,831843.3947335163,0.0,831843.3947335162,0.0 
 04/24  19:00:00,456791.0394540882,0.0,456791.5628179028,0.0 
 04/24  20:00:00,514840.05493161428,0.0,514840.0549316142,0.0 
 04/24  21:00:00,567222.475353748,0.0,567222.475353748,0.0 
 04/24  22:00:00,614149.1179651291,0.0,614149.1179651291,0.0 
 04/24  23:00:00,662931.6531180987,0.0,662931.6531180986,0.0 
 04/24  24:00:00,742389.827292815,0.0,742381.665705452,0.0 
 04/25  01:00:00,844499.2965942794,0.0,844499.2965941852,0.0 
 04/25  02:00:00,914432.631546503,0.0,914432.631546503,0.0 
 04/25  03:00:00,989636.7891814075,0.0,989636.2720886227,0.0 
 04/25  04:00:00,1108975.5584198416,0.0,1108975.5576206959,0.0 
 04/25  05:00:00,1257685.6032160912,0.0,1257682.7328407355,0.0 
 04/25  06:00:00,1469048.2563405866,0.0,1469048.2563405843,0.0 
 04/25  07:00:00,1146406.062948313,0.0,1146406.062948313,0.0 
 04/25  08:00:00,960994.5452626337,0.0,960994.5452626338,0.0 
 04/25  09:00:00,1003711.0737844809,0.0,1003650.988952663,0.0 
 04/25  10:00:00,707189.5933767802,0.0,707189.5933767802,0.0 
 04/25  11:00:00,582889.5084343483,0.0,582889.5084343483,0.0 
 04/25  12:00:00,734310.1679989572,0.0,733994.5427320458,0.0 
 04/25  13:00:00,864914.1797255713,0.0,864913.2936839247,0.0 
 04/25  14:00:00,768230.1558260857,0.0,768230.1558260857,0.0 
 04/25  15:00:00,701275.9515110692,0.0,701286.3493728188,0.0 
 04/25  16:00:00,683722.6581300376,0.0,683722.6581300376,0.0 
 04/25  17:00:00,673642.4613464093,0.0,673647.2416137261,0.0 
 04/25  18:00:00,679026.5555404715,0.0,679026.5555404716,0.0 
 04/25  19:00:00,752277.4526322491,0.0,752277.4526322491,0.0 
 04/25  20:00:00,854514.5124343649,0.0,854514.512434365,0.0 
 04/25  21:00:00,1002509.6181373893,0.0,1002445.4517943026,0.0 
 04/25  22:00:00,574872.2056646772,0.0,574872.2056646773,0.0 
 04/25  23:00:00,623986.1374865405,0.0,623986.1374865405,0.0 
 04/25  24:00:00,687909.3206129957,0.0,687898.5250898281,0.0 
 04/26  01:00:00,774939.6347900315,0.0,774939.617676517,0.0 
 04/26  02:00:00,856084.8457732273,0.0,856084.8457732274,0.0 
 04/26  03:00:00,933939.5099847338,0.0,933939.5099847335,0.0 
 04/26  04:00:00,999518.2178409798,0.0,999518.2178409798,0.0 
 04/26  05:00:00,1052895.498060512,0.0,1052894.9466390738,0.0 
 04/26  06:00:00,1159259.1053075174,0.0,1159258.4778611484,0.0 
 04/26  07:00:00,1019287.7729378098,0.0,1019287.3001466151,0.0 
 04/26  08:00:00,906283.8930253519,0.0,906283.893025352,0.0 
 04/26  09:00:00,967992.9654863367,0.0,967992.9654863366,0.0 
 04/26  10:00:00,902114.2057638775,0.0,902114.2057638775,0.0 
 04/26  11:00:00,793249.7685053182,0.0,793241.0216733727,0.0 
 04/26  12:00:00,620849.1219479235,0.0,620824.2109957835,0.0 
 04/26  13:00:00,590210.559596478,0.0,590210.559596478,0.0 
 04/26  14:00:00,566823.8486161049,0.0,566823.8486161049,0.0 
 04/26  15:00:00,550729.8906632301,0.0,550727.6409563383,0.0 
 04/26  16:00:00,887647.913037362,0.0,887104.2559070886,0.0 
